idx,mean,median,true,bias,std,RMSE,MAE,q025,q975,covering,mean_ind_cover,method,estimand
32.0,1.052,1.052,1.044,0.008,0.030000001,0.031000001,0.025,0.99200004,1.1120001,1.0,1.0,Linear_oracle,dynamic
32.0,1.021,1.0170001,1.044,-0.023000002,0.044000003,0.14500001,0.07700001,0.94400007,1.1190001,1.0,0.99000007,GP_oracle,dynamic
32.0,3.9600003,3.9600003,3.9210002,0.039,0.117000006,0.045,0.039,3.7280002,4.1920004,1.0,1.0,Linear_oracle,stoch
32.0,3.6250002,3.6280003,3.9210002,-0.296,0.16900001,0.40600002,0.298,3.2910001,3.943,1.0,0.93600005,GP_oracle,stoch
32.0,0.92700005,0.92700005,1.044,-0.117000006,0.066,0.38000003,0.3,0.79700005,1.057,1.0,0.28,Linear_observed,dynamic
32.0,0.799,0.799,1.044,-0.245,0.066,0.48000002,0.39200002,0.669,0.93000007,0.0,0.40600002,GP_observed,dynamic
32.0,2.933,2.933,3.9210002,-0.98800004,0.201,1.2470001,0.99600005,2.539,3.328,0.0,0.22800002,Linear_observed,stoch
32.0,3.3780003,3.3760002,3.9210002,-0.54300004,0.266,1.315,1.125,2.861,3.903,0.0,0.31800002,GP_observed,stoch
32.0,0.943,0.94100004,1.044,-0.101,0.043,0.24000001,0.18200001,0.864,1.034,0.0,0.91,Linear_3S,dynamic
32.0,4.6990004,4.703,1.044,3.6550002,0.12100001,4.091,3.6550002,4.452,4.9230003,0.0,0.35000002,GP_3S,dynamic
32.0,3.5620003,3.555,3.9210002,-0.35900003,0.156,0.45900002,0.379,3.279,3.8930001,0.0,0.79600006,Linear_3S,stoch
32.0,2.6880002,2.69,3.9210002,-1.233,0.24800001,1.322,1.233,2.2010002,3.167,0.0,0.41200003,GP_3S,stoch
32.0,1.0680001,1.0680001,1.044,0.024,0.036000002,0.22200002,0.17600001,0.998,1.138,1.0,0.266,Linear_1S,dynamic
32.0,1.0,1.0,1.044,-0.044000003,0.061000004,0.29200003,0.20400001,0.878,1.125,1.0,0.558,GP_1S,dynamic
32.0,4.058,4.058,3.9210002,0.13700001,0.13900001,0.31500003,0.25,3.7830002,4.333,1.0,0.60800004,Linear_1S,stoch
